3
4000 2
0 4000
0.05489245918280748 0.02744622959140374
1 0 0 0 1 0 0 0 1 
T T T 
0.5388165915382876 0.1075269207540234 0.1611472314360892 0.05489245918280748
0.4295762482476957 0.2762098209820857 0.9829003993391867 0.05489245918280748
0.9732532205006239 0.6556540849816003 0.8084054761113397 0.05489245918280748
0.837506660940797 0.6090698843679888 0.3039254330194296 0.05489245918280748
0.3129938004930911 0.6221631394121552 0.5346034113895172 0.05489245918280748
0.2544401559415674 0.1639780301041902 0.06479847293644564 0.05489245918280748
0.08734538105196393 0.6833887774954153 0.2705672081001918 0.05489245918280748
0.2989025050494176 0.2895039947413618 0.1265038607188768 0.05489245918280748
0.402864488298957 0.9464743436470466 0.570606606415726 0.05489245918280748
0.2161816461547302 0.7435244155353444 0.7460669161184839 0.05489245918280748
0.5596582853088757 0.1460944868461408 0.9309973385568179 0.05489245918280748
0.6614550936842827 0.6023320325389775 0.2504962816933221 0.05489245918280748
0.5731479665654908 0.4471837703313892 0.8240259181588367 0.05489245918280748
0.4296784484750437 0.3238579472199649 0.3270483419140078 0.05489245918280748
0.7429930339982863 0.6462732964900195 0.008304075310237509 0.05489245918280748
0.3348047773934252 0.9569124899579249 0.09835227667096025 0.05489245918280748
0.3014296185065309 0.006727314468183371 0.7139419006557346 0.05489245918280748
0.7891147447936261 0.236887296767143 0.02729719937486774 0.05489245918280748
0.9089069103046181 0.8238413508644119 0.07100939504567076 0.05489245918280748
0.391587333551991 0.9526442532207097 0.653088758226722 0.05489245918280748
0.2483849574594055 0.5044220285288996 0.8709321782581412 0.05489245918280748
0.1597587252026819 0.1860727306072703 0.3472743497071213 0.05489245918280748
0.2766284448789267 0.702538221249329 0.777217480283987 0.05489245918280748
0.1936500533397422 0.04894766995175209 0.0433452129791011 0.05489245918280748
0.3515693535422276 0.7416730205600497 0.6879349827503497 0.05489245918280748
0.4751871028904706 0.1412591897274889 0.5284258735688339 0.05489245918280748
0.5940468592504707 0.4900911402418274 0.5837900509901567 0.05489245918280748
0.3582117146305419 0.3010291868466267 0.9177004354458962 0.05489245918280748
0.4536106601524219 0.1552858269217625 0.6421555102394942 0.05489245918280748
0.5704050218099536 0.5995932293800438 0.5516462002186596 0.05489245918280748
0.2606283846722128 0.8699084801974045 0.2048753542661431 0.05489245918280748
0.07552277310307456 0.9154311206249183 0.1449741249169274 0.05489245918280748
0.4883525208744368 0.216065161228482 0.8485403888509478 0.05489245918280748
0.2722483755690324 0.2828515709852046 0.9633264764212589 0.05489245918280748
0.3185148851680313 0.7634070476425737 0.5962875357364854 0.05489245918280748
0.077041655538268 0.2367801612474358 0.8091688916676788 0.05489245918280748
0.7066170202147571 0.8685026567788392 0.3256361256800039 0.05489245918280748
0.15116422655206 0.1569877606283076 0.61090163556338 0.05489245918280748
0.05095574210091894 0.740942175496789 0.7745637134520288 0.05489245918280748
0.745716592596556 0.1412128667230147 0.3708447513980939 0.05489245918280748
0.2352029752064119 0.3771994347525495 0.2560609887329698 0.05489245918280748
0.3377922230253994 0.5049803749446572 0.1389398209740238 0.05489245918280748
0.6469196663027467 0.9689523726474225 0.3651412882849785 0.05489245918280748
0.3308930940555799 0.2911298319880153 0.6844540713298194 0.05489245918280748
0.208169051674526 0.6602468662556256 0.541111111294385 0.05489245918280748
0.9167599404984461 0.6862717545831558 0.8317830095063189 0.05489245918280748
0.7518916019786308 0.3668006845474701 0.6475726779241512 0.05489245918280748
0.001003591368516728 0.5559572407308411 0.7867912055939277 0.05489245918280748
0.6262904591013344 0.5841523850341118 0.4529518441297172 0.05489245918280748
0.3838972852859343 0.410845269489872 0.6984619656968177 0.05489245918280748
0.8127718676331266 0.6629002982204015 0.2086850648545575 0.05489245918280748
0.9899266499397373 0.06618319879236981 0.6448149116834716 0.05489245918280748
0.1585660899767384 0.5944430544069931 0.7174616207476205 0.05489245918280748
0.5410503566610685 0.9959485632215963 0.0005789721876750596 0.05489245918280748
0.2944588549686458 0.247539886741472 0.6924008873733316 0.05489245918280748
0.8550171286510048 0.1595512503656634 0.3964091895932068 0.05489245918280748
0.7085482474070971 0.9051093186263226 0.6343584491281001 0.05489245918280748
0.3163520908558649 0.8588230131522884 0.2066000059040106 0.05489245918280748
0.2415059272296498 0.5121857693207577 0.733638278752317 0.05489245918280748
0.694177097851575 0.8915695806979966 0.1807598584260164 0.05489245918280748
0.4362922823739486 0.6725140339556868 0.8348885587161913 0.05489245918280748
0.6272821555695252 0.6590092963736363 0.9924976099097195 0.05489245918280748
0.3152417975735516 0.9193441488807395 0.5016123236040614 0.05489245918280748
0.9140469421078515 0.5323682186588904 0.5698968323089093 0.05489245918280748
0.9657599903607 0.7694657178925868 0.779206424235878 0.05489245918280748
0.576893549311174 0.6270421307131295 0.9998657171049311 0.05489245918280748
0.9221000625573772 0.3054702432750253 0.8615999574207558 0.05489245918280748
0.6021304902143774 0.6183180918021264 0.6540667121324298 0.05489245918280748
0.7444631666980002 0.7872270808827794 0.2781632877566906 0.05489245918280748
0.5507747766973964 0.4429129422954693 0.1894170531161958 0.05489245918280748
0.8200682146343761 0.8585841091814576 0.81714526169387 0.05489245918280748
0.7066855716419748 0.4626675859905619 0.6203142154204693 0.05489245918280748
0.561071933347204 0.6581797855992041 0.5908912877552975 0.05489245918280748
0.1010447133999667 0.5137074717559282 0.9743112159051763 0.05489245918280748
0.7214874463430878 0.5536344705403459 0.8329359923595077 0.05489245918280748
0.5045340979690284 0.1677949597061281 0.4691526396843058 0.05489245918280748
0.5389743703026254 0.04622309218453818 0.8198104848952312 0.05489245918280748
0.4687062958876906 0.6630060127531369 0.4465100046169768 0.05489245918280748
0.2277895571775964 0.4222105381656507 0.2079013746700806 0.05489245918280748
0.3903891293644609 0.02933135027527748 0.6441915884128322 0.05489245918280748
0.5850278373453336 0.7982112357048254 0.5750819948780301 0.05489245918280748
0.4664564608191383 0.4695431648994019 0.9542278645475849 0.05489245918280748
0.05385365803114296 0.09012147483634474 0.6498648249765572 0.05489245918280748
0.6399813355521377 0.2144828934029553 0.3065108539542913 0.05489245918280748
0.7167176552567318 0.8841288087346909 0.6926644117227434 0.05489245918280748
0.4270819758417547 0.4753089301125108 0.799402095934391 0.05489245918280748
0.9263738606528291 0.9995560306097578 0.8760426393075584 0.05489245918280748
0.8100100776420608 0.2853895763394173 0.4894119499506556 0.05489245918280748
0.2221873473935287 0.4733782711750689 0.01523904846040331 0.05489245918280748
0.4761329486721496 0.8305871231448869 0.9841677413113268 0.05489245918280748
0.1643427451557212 0.4414034717074204 0.7673378840788743 0.05489245918280748
0.7973676432742398 0.8642633116053162 0.2658577814096447 0.05489245918280748
0.7665033622071273 0.9423513228760766 0.4152999623148784 0.05489245918280748
0.3871181977873396 0.5596951940686988 0.5288392385444856 0.05489245918280748
0.6339697917739612 0.1791293242523122 0.456848514730872 0.05489245918280748
0.3308589573469876 0.67824632694614 0.9904512108643668 0.05489245918280748
0.2443260955100801 0.6037295259664373 0.8887029883649578 0.05489245918280748
0.1224770055092721 0.460677586700783 0.2004112663249308 0.05489245918280748
0.6394378788280837 0.5095743190863755 0.7356507324139104 0.05489245918280748
0.6625176741596767 0.09167183674876037 0.5489810720429045 0.05489245918280748
0.5557152213627166 0.2176543993285571 0.9635243669891056 0.05489245918280748
0.4073000571042752 0.9789195156550262 0.9260915406447224 0.05489245918280748
0.6124542278303726 0.736604362066185 0.8475531545046182 0.05489245918280748
0.9173599991989493 0.1364525495629701 0.4544671630734168 0.05489245918280748
0.4211034742493255 0.8341435454365552 0.6569701363867863 0.05489245918280748
0.9546325639407294 0.1136674095766123 0.2749534546080166 0.05489245918280748
0.8766009685751561 0.3666443783962042 0.8434966809450969 0.05489245918280748
0.738939423070311 0.4336409821809906 0.2860127591529177 0.05489245918280748
0.9332589567893738 0.05812302614084823 0.8421520376322893 0.05489245918280748
0.7007666024614052 0.6508603485263378 0.8996843588853112 0.05489245918280748
0.1704364620110075 0.2979991326411587 0.2045837101696 0.05489245918280748
0.1480813887545898 0.6612383264214563 0.2367331674708362 0.05489245918280748
0.05637613036136072 0.2598113001279211 0.9267220174939063 0.05489245918280748
0.08160084823903035 0.1938365246496061 0.1658924382210806 0.05489245918280748
0.4845326153188091 0.5849288470916735 0.9096522924502944 0.05489245918280748
0.9929923038338737 0.6549084950007548 0.110612604862067 0.05489245918280748
0.4472768170613874 0.5328102563402987 0.4452184413568557 0.05489245918280748
0.3054501487863609 0.2463023882721991 0.928617101677556 0.05489245918280748
0.6269614272975501 0.1532034124445542 0.02894081964710083 0.05489245918280748
0.4379454107691311 0.7555418976695544 0.7887749861096025 0.05489245918280748
0.3562299705610125 0.04440077384115953 0.07142162591624757 0.05489245918280748
0.4326397154412175 0.1609224705139254 0.7039817460801485 0.05489245918280748
0.6989141542377842 0.2876143253444548 0.795010889755646 0.05489245918280748
0.6485041893172911 0.3456123590741041 0.05030275928587359 0.05489245918280748
0.6759177157255286 0.7503056894315848 0.7091656692215604 0.05489245918280748
0.7314372886315018 0.9032743027893282 0.370843423862734 0.05489245918280748
0.7877379049602432 0.4207743873507325 0.7782697292223151 0.05489245918280748
0.1717974239198711 0.6018076081045565 0.977290034671026 0.05489245918280748
0.03958292322388135 0.1508985551585973 0.3002476007024703 0.05489245918280748
0.0715709779882075 0.6061313960813276 0.09790451963118632 0.05489245918280748
0.926732989288069 0.9176652115915994 0.08236567660398419 0.05489245918280748
0.885600606860691 0.5108480142279886 0.3055353381637615 0.05489245918280748
0.6351101454422972 0.2481686531938333 0.5488335827699702 0.05489245918280748
0.4174920658986733 0.7520834503702264 0.9485269386429753 0.05489245918280748
0.4469023998311137 0.5407248622373012 0.7508620565771926 0.05489245918280748
0.1999800635384883 0.2797167515742896 0.6541765346564521 0.05489245918280748
0.568059988664295 0.9706790565573037 0.930333024342994 0.05489245918280748
0.2942348607226178 0.1776361799496024 0.5336775671423646 0.05489245918280748
0.4034875878986656 0.2991521819620745 0.6596720405083173 0.05489245918280748
0.6643172729948186 0.4099155258029474 0.2489610013513463 0.05489245918280748
0.7300654357025854 0.3432204355143803 0.2535691498560851 0.05489245918280748
0.7292492330258245 0.1964620851183637 0.7327820892972856 0.05489245918280748
0.9955800988275858 0.898559444076458 0.8735176767175959 0.05489245918280748
0.5798383151929568 0.3288083899188698 0.6351838478418077 0.05489245918280748
0.529645060922316 0.8150609408968987 0.2738171976348578 0.05489245918280748
0.2647151909971638 0.9869792595329994 0.6109793574677488 0.05489245918280748
0.9537375036421245 0.6175507795120534 0.441566145000341 0.05489245918280748
0.8115686251633691 0.03698573009574702 0.7533788705383813 0.05489245918280748
0.3173022243054356 0.3777341994086317 0.05501272391155276 0.05489245918280748
0.1121382923881071 0.07776206869880349 0.3805739573736306 0.05489245918280748
0.3579553155520526 0.7253536892675624 0.8776985116301707 0.05489245918280748
0.5514476425982903 0.5147079290378754 0.1137349406930835 0.05489245918280748
0.1832368506151391 0.4916206883792439 0.8848622731147558 0.05489245918280748
0.09722253932982544 0.04452576503539404 0.2733721253723193 0.05489245918280748
0.7454938368747492 0.5924885912650634 0.02875818492524595 0.05489245918280748
0.9389440773056492 0.864211355743923 0.2044629161057964 0.05489245918280748
0.5167282527859062 0.7287540087159771 0.8099884811880012 0.05489245918280748
0.04253470071343689 0.6480133913570798 0.7122162283997943 0.05489245918280748
0.7612716612502033 0.8752714213713711 0.1353031217406246 0.05489245918280748
0.8326976941274101 0.9275290779640536 0.1213971528372076 0.05489245918280748
0.2566257781746105 0.2388841988096986 0.7608860501335938 0.05489245918280748
0.07847805304481081 0.7723162137262733 0.3276341508469304 0.05489245918280748
0.1045728700060536 0.866160846168136 0.7439358082742196 0.05489245918280748
0.1187987134236426 0.04607983714114523 0.8461673208012541 0.05489245918280748
0.3733326001312286 0.6961566130337346 0.4644391877172831 0.05489245918280748
0.4517656546251562 0.6821658634435395 0.3142099497840152 0.05489245918280748
0.5936943144230192 0.1339490050168731 0.1289152413816577 0.05489245918280748
0.4413095892140276 0.103395234770171 0.6772761981756625 0.05489245918280748
0.04154256931939486 0.8683876801816832 0.5564508757815279 0.05489245918280748
0.1665108370845808 0.7101395832606727 0.5182533405967026 0.05489245918280748
0.3232206323673176 0.9104326025565123 0.8038084232234696 0.05489245918280748
0.09446213878427191 0.07081925710614288 0.5526260369353203 0.05489245918280748
0.4421175799996644 0.124066033150664 0.4231848607921415 0.05489245918280748
0.1148419413772784 0.3385626849573284 0.4580752014136294 0.05489245918280748
0.9718488424622251 0.7071802571914412 0.1871620585311643 0.05489245918280748
0.5052877032117249 0.02597067015918463 0.7559733338618976 0.05489245918280748
0.7539637284095144 0.8122009917473454 0.8981044693262865 0.05489245918280748
0.8892320152113318 0.09824650876993263 0.1069146449094975 0.05489245918280748
0.6163374914486268 0.2318172988733946 0.8929467146321386 0.05489245918280748
0.09018548346384735 0.4159845209341408 0.5226193394091195 0.05489245918280748
0.6477005528030433 0.7907211313797066 0.5760737446599796 0.05489245918280748
0.3858221982755533 0.8830886590935824 0.5170813464907315 0.05489245918280748
0.9772582690094443 0.1692779305145631 0.7668496860337771 0.05489245918280748
0.3480343488723741 0.3463822406982648 0.101538085199493 0.05489245918280748
0.8393864949441777 0.3695746314398647 0.7773988867043726 0.05489245918280748
0.9082305282211864 0.8901802069040207 0.713397300393221 0.05489245918280748
0.7868825382846991 0.6247393257210525 0.4516810133017908 0.05489245918280748
0.6598758202604437 0.4878619393247219 0.5584001376334539 0.05489245918280748
0.6969009205103378 0.935591395896444 0.7137327707910387 0.05489245918280748
0.5922050052151974 0.1189858784304224 0.2436984309429956 0.05489245918280748
0.1052007750127203 0.8912458190127186 0.8777967097595024 0.05489245918280748
0.7438577942225665 0.1579256181836665 0.5937572218583361 0.05489245918280748
0.3061788994552411 0.1456556211388597 0.8823002864362846 0.05489245918280748
0.1231871101555105 0.4616635113562925 0.3121015896679549 0.05489245918280748
0.1412883061855197 0.2246958737375709 0.69261232942016 0.05489245918280748
0.8652866165989022 0.1934929089545182 0.4892744704673992 0.05489245918280748
0.7703986721711868 0.9395467634575795 0.1201620411654456 0.05489245918280748
0.3782740870447706 0.5060404396927108 0.5173070006872695 0.05489245918280748
0.8328426276106093 0.2186276639124506 0.7068966512641059 0.05489245918280748
0.6844358951529761 0.8053862942057665 0.7312152596861182 0.05489245918280748
0.7708175066383909 0.9451972880696525 0.5260668259416348 0.05489245918280748
0.6642650393036494 0.7748650794595812 0.8332194599390434 0.05489245918280748
0.2695581079944511 0.07303075402400654 0.8793015655884936 0.05489245918280748
0.1133794135915482 0.2179482998612909 0.4135740357452317 0.05489245918280748
0.4043568291533425 0.373413121542242 0.6426976753150906 0.05489245918280748
0.1286588999858904 0.3067966538343309 0.8541225740598264 0.05489245918280748
0.6419335181985291 0.05029855699320092 0.8203397128977833 0.05489245918280748
0.7181821431560377 0.3369986234384806 0.4597756964931167 0.05489245918280748
0.3890677779708646 0.2682452414308333 0.6031148360686037 0.05489245918280748
0.01097722570079074 0.9221888119618479 0.4159745396634499 0.05489245918280748
0.881189607297603 0.6599221243754867 0.4459110625509714 0.05489245918280748
0.4890289977487392 0.2629334825130231 0.2153158192822095 0.05489245918280748
0.2527137811538406 0.5621261236904875 0.2659025357177007 0.05489245918280748
0.08361844778592771 0.7160650513648146 0.4314789197249619 0.05489245918280748
0.4096735798316279 0.1633074739708634 0.7773208249432049 0.05489245918280748
0.1151354141945159 0.3671410127895926 0.213638215082797 0.05489245918280748
0.9967377836092918 0.9468971760690131 0.3287075323067469 0.05489245918280748
0.8331016929922622 0.6801791505076615 0.7566471256436998 0.05489245918280748
0.2683060149694809 0.9994558886400611 0.9300734805248264 0.05489245918280748
0.8263390437949579 0.06229896637453918 0.8693050780696141 0.05489245918280748
0.09846763492587879 0.9423963632546606 0.5593524899558974 0.05489245918280748
0.7351501604299048 0.530444762567767 0.9294019870948332 0.05489245918280748
0.8596584237199991 0.7356581201192032 0.3849817613861146 0.05489245918280748
0.1935479830225775 0.8125603634616858 0.2272876473187944 0.05489245918280748
0.6620185275225788 0.2581105464247909 0.2775502505930096 0.05489245918280748
0.5226276351931738 0.4547499117393698 0.6918731873788235 0.05489245918280748
0.7730004130710845 0.468029146966139 0.4481791847874287 0.05489245918280748
0.986907605205787 0.3328609312825394 0.1345675170928262 0.05489245918280748
0.6589454648367546 0.3473791453683844 0.2868910758039678 0.05489245918280748
0.6560706112311603 0.2378820219314028 0.3600818776263917 0.05489245918280748
0.4972940126027231 0.4406258699439721 0.3272264226051889 0.05489245918280748
0.06420890562995551 0.07835123849882698 0.7383994951641265 0.05489245918280748
0.8617397081673904 0.9903348938271062 0.5808420535777254 0.05489245918280748
0.2537896604404499 0.1835480151570023 0.3071625036586815 0.05489245918280748
0.4186658989477759 0.9113004151530661 0.678061478329657 0.05489245918280748
0.7433513603394112 0.4061208341907019 0.2142300824007008 0.05489245918280748
0.493372860727977 0.1268475107737755 0.581258634616274 0.05489245918280748
0.9757542779780624 0.03942169722863691 0.7877484985107884 0.05489245918280748
0.08705729215160274 0.8335307896932883 0.3467672686435672 0.05489245918280748
0.453368424051444 0.5058170131233836 0.5250284153210425 0.05489245918280748
0.7788143888089348 0.9328513146799116 0.9607394139817824 0.05489245918280748
0.01342436407091571 0.9926336777489464 0.03508267048260056 0.05489245918280748
0.9075123499870847 0.8764821288334326 0.04930517693595445 0.05489245918280748
0.3800520293819898 0.2223665137234072 0.2310061007900551 0.05489245918280748
0.8738753409797566 0.6185030385118497 0.09255328398546576 0.05489245918280748
0.5603368693933015 0.3417151918532009 0.438193522875903 0.05489245918280748
0.5974870372130935 0.8648198866679111 0.5499763567170083 0.05489245918280748
0.1687072274336987 0.7813909371889849 0.6638882716041478 0.05489245918280748
0.04415309491703337 0.9685955223643329 0.4344343059641454 0.05489245918280748
0.371776492582583 0.35378323971024 0.9076930172043471 0.05489245918280748
0.8950945498290674 0.1020872772287068 0.9388123960082847 0.05489245918280748
0.8271171077649189 0.1710418587294225 0.859760523846906 0.05489245918280748
0.9192398126886621 0.07628109306390174 0.7876813870942041 0.05489245918280748
0.9486009531395575 0.5572641751676385 0.001794479191602033 0.05489245918280748
0.1531766177035044 0.2318639142464886 0.5259893064211694 0.05489245918280748
0.2660573173817796 0.7475189153875579 0.03620427677471089 0.05489245918280748
0.6727746541743636 0.3414428747755025 0.8605238788558873 0.05489245918280748
0.2968610708355957 0.555438253266896 0.6919668840835355 0.05489245918280748
0.9740618659925575 0.6611486930402718 0.6093878425314441 0.05489245918280748
0.395643295167876 0.006649567325403243 0.9803049028624687 0.05489245918280748
0.3546960214533635 0.8065554920037542 0.07826274093668396 0.05489245918280748
0.2452175940213602 0.7531425139683146 0.2908546609200297 0.05489245918280748
0.07504296472418195 0.7808021065756043 0.3997594267995404 0.05489245918280748
0.06754873910311709 0.6361607926170684 0.8837821951066598 0.05489245918280748
0.9971109661618331 0.8511676191514708 0.1914909971452163 0.05489245918280748
0.6441378036364654 0.1398683940075671 0.9212348150064711 0.05489245918280748
0.744285629269017 0.8495189666041634 0.2738680449237373 0.05489245918280748
0.5562767673351364 0.1858799949385089 0.7995333190395947 0.05489245918280748
0.2045098590753432 0.08806991774287919 0.4755089308958818 0.05489245918280748
0.8471117178297026 0.4863398983152715 0.4677679623689679 0.05489245918280748
0.9022750143286145 0.9235382064024495 0.3734657027882543 0.05489245918280748
0.9172045887243134 0.1402213913400138 0.1947107340225969 0.05489245918280748
0.2935874353020257 0.3634299159595667 0.8549676943697931 0.05489245918280748
0.7015704431224972 0.3220915679259275 0.5760778480278965 0.05489245918280748
0.4808139473032285 0.3750586070330196 0.5254954642880829 0.05489245918280748
0.6730731898884824 0.9960381875650576 0.6054383277477868 0.05489245918280748
0.6213887621767777 0.632550720384273 0.4792437299114473 0.05489245918280748
0.9379768543932285 0.2086918111630169 0.6566106203271442 0.05489245918280748
0.7011877437256865 0.4860698215583626 0.7402724743595144 0.05489245918280748
0.07777429647416098 0.3096381592232762 0.3536777949262911 0.05489245918280748
